POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,720.8691622,YES,RESALE,"kavesar,Lalitpur",24.69028,78.41889,140,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1000,YES,RESALE,"Deopur,Dhule",20.92019,74.779969,35,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-EAST,2,YES,YES,1000,YES,RESALE,"Harni,Vadodara",22.337395,73.225215,34,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,COMMERCIAL,SOUTH-EAST,1,YES,YES,872.7450024,YES,RESALE,"Panvel,Lalitpur",18.966114,73.148278,53.7,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-EAST,4,NO,YES,2272.440348,YES,RESALE,"Goregaon (East),Mumbai",19.1615,72.8731,360,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1735.047969,YES,RESALE,"Sector-83 Gurgaon,Gurgaon",28.396092,76.972169,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,01-Feb,NO,COMMERCIAL,SOUTH-WEST,1,NO,YES,600,YES,RESALE,"Azad Nagar,Maharashtra",19.13057,72.833721,18,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,659.8482349,YES,RESALE,"Kadri,Mangalore",12.88419,74.85526,20,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,543.9216753,YES,RESALE,"Tagore Nagar,Mumbai",19.112496,72.932748,100,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,2,NO,YES,999.6722386,YES,RESALE,"Sarthana Jakatnaka,Surat",21.235342,72.917751,30.5,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,980.0423682,YES,RESALE,"Mira Road East,Lalitpur",19.2836,72.8675,87.9,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,2000,YES,RESALE,"Sector II - Salt Lake,Kolkata",22.54111,88.33778,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,810.0240476,YES,RESALE,"Mira Road East,Lalitpur",19.2836,72.8675,64,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,1133.333333,YES,RESALE,"Jagatpura,Jaipur",26.832353,75.841749,40.8,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1099.958752,YES,RESALE,"Mulund (West),Mumbai",19.1759,72.9522,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,3,YES,YES,1728.011059,YES,RESALE,"Worli,Mumbai",19.0167,72.8167,500,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,1,NO,YES,350.0080771,YES,RESALE,"Ramachandra Nagar,Lalitpur",22.720512,75.834224,65,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-WEST,2,NO,YES,485.3542234,YES,RESALE,"Panvel,Maharashtra",18.966114,73.148278,57,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1575.100806,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,62.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1503.179803,YES,RESALE,"Sector-120 Noida,Noida",28.585757,77.396668,78,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,503.3432392,YES,RESALE,"Bhadra Nagar,Lalitpur",24.862517,78.282467,54.2,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1033.30902,YES,RESALE,"Caranzalem,Panaji",15.462648,73.804488,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,98.00078401,YES,RESALE,"Dodhpur,Aligarh",27.244478,77.782574,50,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1000,YES,RESALE,"Annanur,Chennai",13.10167,80.12833,44,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,NO,YES,1263.823065,YES,RESALE,"Balkum,Maharashtra",19.222101,72.988231,120,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1900.137232,YES,RESALE,"Chembur (East),Mumbai",19.05871,72.89969,180,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1030.15546,YES,RESALE,"Nedumbassery,Kochi",10.159679,76.38519,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Builder,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,3,NO,YES,1047.711154,YES,RESALE,"Patel Nagar,Bhopal",23.254675,77.498436,32.5,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1403.225806,YES,RESALE,"Cuttack Puri Road,Bhubaneswar",20.324661,85.86347,87,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,2185.651839,YES,RESALE,"Sanjeevini Nagar,Bangalore",12.96991,77.59796,170,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,1078.317901,YES,RESALE,"Sector-78 Noida,Noida",28.560719,77.386208,55.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,900.1285898,YES,RESALE,"Padegaon,Aurangabad",19.886498,75.295035,21,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,1418.115279,YES,RESALE,"Kasavanhalli,Bangalore",12.9077,77.6755,93,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,YES,YES,1100.16044,YES,RESALE,"Kaushambi,Ghaziabad",28.638934,77.326457,48,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1150.121065,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,38,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1100.110011,YES,RESALE,"Kundari Rakabganj,Lucknow",26.851529,80.913506,40,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,2000,YES,RESALE,"Vishveseriya Nagar,Jaipur",24.090195,87.990011,80,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-1,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1200,YES,RESALE,"New Sitaramdera,Jamshedpur",22.8,86.18333,42,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,995.0248756,YES,RESALE,"Tathawade,Pune",18.6182,73.7447,62,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1549.966615,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,69.64,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1350.063532,YES,RESALE,"Sector-49 Chandigarh,Chandigarh",30.692243,76.750614,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,NORTH-WEST,3,YES,YES,1400.295421,YES,RESALE,"Omarhati,Kolkata",22.598052,88.519625,47.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,998.8971167,YES,RESALE,"Bannerghatta Road,Bangalore",12.808137,77.58308,63.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1051.051051,YES,RESALE,"Mahalunge,Pune",18.573994,73.753171,56,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,660.0224408,YES,RESALE,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,100,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,3,NO,YES,1450.245426,YES,RESALE,"Adarsh Nagar,Jabalpur",26.906098,75.825254,65,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,1,NO,YES,505.0505051,YES,RESALE,"Vengaivasal,Chennai",12.89911,80.169,20,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,3,YES,YES,1460.047783,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,NORTH-WEST,1,NO,YES,730.2231237,YES,RESALE,"Tarnaka,Secunderabad",17.4279,78.536,18,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1390.654206,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,37.2,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,1,YES,YES,484.8484848,YES,RESALE,"Sidcul NH 73,Haridwar",29.96667,78.16667,12,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,01-Feb,NO,COMMERCIAL,NORTH-EAST,1,YES,YES,416.4300587,YES,RESALE,"Kandivali (East),Maharashtra",19.1955,72.8728,110,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,5,YES,YES,1500.078952,YES,RESALE,"Gkvk Layout,Bangalore",13.078221,77.578114,190,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,1,NO,YES,900,YES,RESALE,"Nalwadi,Wardha",20.751625,78.624557,13.5,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,1050.080775,YES,RESALE,"Sector-22 Noida,Noida",28.595305,77.347365,78,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,YES,YES,1150.747986,YES,RESALE,"Panch Pakhadi,Maharashtra",20.928222,79.842268,130,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1440.015258,YES,RESALE,"Sector-74 Noida,Noida",28.577673,77.389781,75.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1403.262586,YES,RESALE,"Hiranandani Estate,Mumbai",19.255098,72.9815265,240,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1750,YES,RESALE,"Sector-78 Noida,Noida",28.560719,77.386208,87.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1152.141802,YES,RESALE,"Silver Springs Layout,Bangalore",12.857176,77.592324,78,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1295.221081,YES,RESALE,"Machabolaram,Secunderabad",17.45,78.5,58,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2450.627072,YES,RESALE,"Hosa Road,Bangalore",12.863589,77.656426,170,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,01-Feb,NO,COMMERCIAL,SOUTH-EAST,2,NO,YES,800.1488649,YES,RESALE,"gyan vihar,Ajmer",26.469334,74.602014,21.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1035.263669,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,32,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,843.6876822,YES,RESALE,"Kolshet Road,Mumbai",19.249861,72.963866,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,NO,YES,1249.056604,YES,RESALE,"Mysore Road,Bangalore",12.96991,77.59796,66.2,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-WEST,4,NO,YES,5449.888277,YES,RESALE,"Armane Nagar,Bangalore",13.02375,77.577852,1000,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1055.194805,YES,RESALE,"Jahangirpura,Surat",21.17,72.83,26,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1400.055448,YES,RESALE,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,50.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-WEST,1,YES,YES,448.199853,YES,RESALE,"Ankur Vihar,Ghaziabad",28.66667,77.41667,12.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,1674.914351,YES,RESALE,"Whitefield,Bangalore",12.9958935,77.761394,88,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,4310.344828,YES,RESALE,"Hebbal Kempapura,Bangalore",13.051,77.5962,360,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-WEST,3,NO,YES,1746.216531,YES,RESALE,"Wave City,Ghaziabad",28.656129,77.497742,45,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1050.328228,YES,RESALE,"Tonk Road,Jaipur",26.16667,75.78333,33.6,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,995.9893048,YES,RESALE,"Wardha Road,Lalitpur",20.75,78.61667,14.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,67500.67501,YES,RESALE,"Dombivli (East),Maharashtra",19.2167,73.0833,7500,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Builder,YES,0-2,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,1492.537313,YES,RESALE,"College Road,Maharashtra",18.96,72.82,100,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1050,YES,RESALE,"Teghoria,Kolkata",22.620289,88.43493,42,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,833.8983051,YES,RESALE,"Nayabad,Kolkata",22.483471,88.417711,24.6,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,761.0350076,YES,RESALE,"Singaperumal koil,Chennai",12.760339,80.004278,30,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,2181.241325,YES,RESALE,"Rajarhat,Kolkata",22.54111,88.33778,110,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,NO,YES,1580.146873,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,62.4,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1730.103806,YES,RESALE,"Kothrud,Pune",18.5101,73.8141,200,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1240.265359,YES,RESALE,"Thondamuthur,Coimbatore",11.00972,76.82806,43,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1000,YES,RESALE,"Sunny Enclave,Mohali",30.664299,76.817624,28.5,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,2,YES,YES,1400.032308,YES,RESALE,"Andheri (East),Mumbai",19.1145,72.8712,260,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1795.332136,YES,RESALE,"Sector-77 Noida,Noida",28.568096,77.390253,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,1380.002509,YES,RESALE,"Richards Town,Bangalore",13.0034,77.6137,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,2284.61187,YES,RESALE,"Chembur,Mumbai",19.05871,72.89969,450,"WATER SUPPLY, LIFT"
Builder,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,948,YES,RESALE,"Besa,Maharashtra",21.086981,79.088393,23.7,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,4,YES,YES,5300,YES,RESALE,"Wood Street,Kolkata",22.54111,88.33778,1060,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1051.267814,YES,RESALE,"Ravet,Pune",18.651598,73.735448,56.8,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1590.457256,YES,RESALE,"Sector-126 Mohali,Mohali",30.756258,76.655851,48,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,NO,YES,965.3270292,YES,RESALE,"Bhopura,Ghaziabad",28.698133,77.335746,24.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1754.98426,YES,RESALE,"Mohali,Chandigarh",30.696627,76.693764,66.9,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,5,YES,YES,3499.952273,YES,RESALE,"Chembur,Mumbai",19.05871,72.89969,1100,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,2,YES,YES,906.2661833,YES,RESALE,"Patel Colony,Jamnagar",22.485666,70.058918,17.5,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1250,YES,RESALE,"Harish Nagar,Agra",22.699244,88.450084,34,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,NO,YES,907.2058061,YES,RESALE,"Ghogali Besa,Nagaur",27.16092,73.384903,35,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1040.118871,YES,RESALE,"Kaloor,Kochi",9.994,76.292,49,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,3087.341898,YES,RESALE,"Hebbal,Bangalore",13.04034,77.591347,310,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,6,YES,YES,10780.2183,YES,RESALE,"Vesu,Surat",21.143354,72.770931,800,"WATER SUPPLY, LIFT"
Owner,YES,0-2,NO,RESIDENTIAL,NORTH-WEST,3,NO,YES,1765.002521,YES,RESALE,"Ajmer Road,Jaipur",26.928785,75.828002,35,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,2,NO,YES,769.8229407,YES,RESALE,"Ayodhya Nagar,Jalgaon",21.052338,75.055548,30,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,955.1424186,YES,RESALE,"Sector-77 Noida,Noida",28.568096,77.390253,56,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,2,YES,YES,1162.340178,YES,RESALE,"Tilak Nagar,Mumbai",19.068492,72.898896,210,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,2029.215624,YES,RESALE,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,63.9,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1280.227596,YES,RESALE,"Narendrapur,Kolkata",22.43917,88.39583,36,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,700.2188184,YES,RESALE,"Ganguly Bagan,Kolkata",22.479986,88.372755,16,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-WEST,4,NO,YES,2549.519514,YES,RESALE,"PAL,Surat",21.17,72.83,130,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,NO,YES,1118.681989,YES,RESALE,"Kanakpura Road,Bangalore",12.896796,77.5724,110,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,NO,YES,1475.008738,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,42.2,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1692.047377,YES,RESALE,"Sector-13 Nerul,Lalitpur",29.134525,75.734764,210,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,720.0164575,YES,RESALE,"Sector 3 Faridabad,Faridabad",28.351646,77.33536,35,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-1,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,2425.015954,YES,RESALE,"Kogilu,Bangalore",13.092356,77.613468,190,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2211.981567,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,120,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,NO,COMMERCIAL,NORTH-EAST,4,YES,YES,2250,YES,RESALE,"Pedagantyada,Visakhapatnam",17.6672,83.2051,67.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,3,NO,YES,1550.087192,YES,RESALE,"Sector-93 Noida,Noida",28.5216,77.3863,80,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,637.5,YES,RESALE,"Sector-26 Taloja,Mumbai",19.076057,73.097319,30.6,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1213.040182,YES,RESALE,"Kanjur Marg (East),Mumbai",19.221571,73.042474,160,"WATER SUPPLY, LIFT, SWIMMING POOL"
